,incode1,count,count_perc,ALC_perc,,
676,3JX30DA,8,0,25,,
677,3KR10VA,8,0,12.5,,
678,3MP10VF,8,0,0,,
679,3OT10WX,8,0,0,,
680,3PC10VZ,8,0,12.5,,
681,3SF20VA,8,0,25,,
682,1DA80LA,7,0,28.57,,
683,1GE56BA,7,0,0,,
684,1GV52LA,7,0,28.57,,
685,1IS54JALF,7,0,14.29,,
686,1NA52BA,7,0,14.29,,
687,1NA52CATS,7,0,14.29,,
688,1NK53CATS,7,0,0,,
689,1NK53HATS,7,0,14.29,,
690,1NM52DA,7,0,0,,
691,1PM35BAZ9,7,0,0,,
692,1RM73CACD,7,0,0,,
693,1RS13CANP,7,0,0,,
694,1SH52LA,7,0,14.29,,
695,1UY35HAP2,7,0,14.29,,
696,1VC03JZSR,7,0,42.86,,
697,1VP73JA,7,0,42.86,,
698,1WJ73JA,7,0,14.29,,
699,1YS14JAH1,7,0,28.57,,
700,1YS52HATS,7,0,0,,
701,1YU56JA,7,0,14.29,,
702,1YV14JAGN,7,0,28.57,,
703,1YW52HA,7,0,14.29,,
704,1YY38JAGJ,7,0,71.43,,
705,1ZX07KSKK,7,0,28.57,,
706,1ZZ35HAE4,7,0,0,,
707,1ZZ35HAP1,7,0,14.29,,
708,1ZZ35HAR6,7,0,0,,
709,2CC70FA,7,0,0,,
710,2GZ21EH,7,0,0,,
711,2PM58TA,7,0,14.29,,
712,2PQ70BA,7,0,0,,
713,2QZ02JA,7,0,28.57,,
714,3JX10VA,7,0,0,,
715,3KE10VA,7,0,14.29,,
716,3KG10VA,7,0,0,,
717,3KR30DB,7,0,28.57,,
718,3OA30DC,7,0,0,,
719,3OT10VH,7,0,0,,
720,3OT10WG,7,0,0,,
721,3PC20WE,7,0,0,,
722,3PH10VZ,7,0,0,,
723,3TM30VA,7,0,14.29,,
724,3UB10KM,7,0,28.57,,
725,3WA10KM,7,0,0,,
726,1EQ52HA,6,0,0,,
727,1ET13CAHB,6,0,16.67,,
728,1FH52LA,6,0,0,,
729,1GM52BATJ,6,0,16.67,,
730,1GV38JAHD,6,0,0,,
731,1GV54JATS,6,0,16.67,,
732,1GV55JATS,6,0,0,,
733,1HZ53GRNM,6,0,16.67,,
734,1IJ50GQOA,6,0,0,,
735,1JX80LA,6,0,16.67,,
736,1KV35HH1C,6,0,0,,
737,1NP13BAC2,6,0,0,,
738,1OT52DA,6,0,0,,
739,1PL50BABJ,6,0,0,,
740,1PM13BAZ9,6,0,0,,
741,1QD73JH,6,0,16.67,,
742,1RY52LA,6,0,0,,
743,1TM52WK,6,0,33.33,,
744,1UJ03JASR,6,0,16.67,,
745,1UM73JA,6,0,16.67,,
746,1VA35HAJ2,6,0,33.33,,
747,1VG03JAFQ,6,0,33.33,,
748,1YA55JAFF,6,0,33.33,,
749,1YD80LAW4,6,0,16.67,,
750,1YE80LAW4,6,0,16.67,,
751,1YF14JAT6,6,0,0,,
752,1YG52HA,6,0,0,,
753,1YS59JAX7,6,0,0,,
754,1YT59JAGX,6,0,0,,
755,1YU14JAT6,6,0,0,,
756,1YV35JAD2,6,0,33.33,,
757,1YV52JA,6,0,0,,
758,1YV55JAFF,6,0,33.33,,
759,1YY80LA,6,0,0,,
760,2GT71HA,6,0,0,,
761,2GV71HA,6,0,0,,
762,2HZ23JAKF,6,0,0,,
763,2LZ28GPPL,6,0,33.33,,
764,2NK70BABJ,6,0,16.67,,
765,2OA71HA,6,0,0,,
766,2ZZ13ZZ,6,0,0,,
767,3JW10VC,6,0,33.33,,
768,3JX10VC,6,0,33.33,,
769,3KG30DB,6,0,0,,
770,3QT30DA,6,0,0,,
771,3TA10KM,6,0,0,,
772,3VC94ZB,6,0,33.33,,
773,6AA02CM,6,0,16.67,,
774,7SF17JA,6,0,0,,
775,1EL73JA,5,0,0,,
776,1EQ52LA,5,0,20,,
777,1FD80LA,5,0,0,,
778,1GJ56CATJ,5,0,0,,
779,1GJ77LA,5,0,40,,
780,1HD53GRJA,5,0,0,,
781,1JE57GQGX,5,0,20,,
782,1JW35HA1C,5,0,0,,
783,1LZ19HHU9J,5,0,0,,
784,1LZ19HMU1,5,0,0,,
785,1NF53BABC,5,0,0,,
786,1NK52BATS,5,0,0,,
787,1NM52CA,5,0,0,,
788,1NQ52HA,5,0,0,,
789,1NQ52LATS,5,0,0,,
790,1NT73CJ,5,0,20,,
791,1OE50BANR,5,0,0,,
792,1PG50BABJ,5,0,0,,
793,1RW52LA,5,0,0,,
794,1SQ52HA,5,0,0,,
795,1TA03JAEQ,5,0,40,,
796,1TA03JAFG,5,0,20,,
797,1TV73LA,5,0,0,,
798,1UB73LA,5,0,40,,
799,1UE73JA,5,0,20,,
800,1UL03JAFQ,5,0,20,,
801,1VA35HAP1,5,0,40,,
802,1VQ73LA,5,0,20,,
803,1WE73JA,5,0,20,,
804,1WL93LA,5,0,40,,
805,1YR52LA,5,0,0,,
806,1YU14JAH1,5,0,20,,
807,1YV14JANP,5,0,40,,
808,1YW59JACF,5,0,0,,
809,1ZZ35CAK4,5,0,0,,
810,1ZZ35HAA5,5,0,0,,
811,1ZZ35HAJ4,5,0,0,,
812,2YS71HA,5,0,0,,
813,3AW10VM,5,0,20,,
814,3EA20WE,5,0,0,,
815,3EB10VA,5,0,0,,
816,3GY40WA,5,0,20,,
817,3IP70CC,5,0,0,,
818,3JQ30DA,5,0,0,,
819,3JW10VX,5,0,0,,
820,3KQ30DD,5,0,20,,
821,3NM20WC,5,0,0,,
822,3OT12VA,5,0,0,,
823,3OT18VA,5,0,0,,
824,3PH10XJ,5,0,0,,
825,3PM10WN,5,0,0,,
826,3PZ70TH,5,0,0,,
827,3TZ20WE,5,0,0,,
828,3VA12VA,5,0,20,,
829,3ZZ40WC,5,0,0,,
830,1AA13HAC2,4,0,0,,
831,1AC52HA,4,0,25,,
832,1CX52LA,4,0,0,,
833,1DE57CATJ,4,0,0,,
834,1EE73JA,4,0,0,,
835,1ET13GQW0,4,0,0,,
836,1FE57JA,4,0,0,,
837,1GM56BA,4,0,25,,
838,1GM56BATJ,4,0,25,,
839,1GZ38JAND,4,0,25,,
840,1HZ53HAFS,4,0,0,,
841,1KG35HHC1,4,0,0,,
842,1KV13HAC2,4,0,0,,
843,1KV13JAGN,4,0,25,,
844,1KV35HHC1,4,0,0,,
845,1KV80LA,4,0,25,,
846,1KX35HH1C,4,0,0,,
847,1LZ19HHU4J,4,0,0,,
848,1LZ35HRZ9,4,0,25,,
849,1NA53CANB,4,0,0,,
850,1NF13BAC2,4,0,0,,
851,1NF35CAD2,4,0,0,,
852,1NF54HAQB,4,0,25,,
853,1NK52CA,4,0,0,,
854,1NQ13BAGX,4,0,0,,
855,1OD52HA,4,0,25,,
856,1OD55HATS,4,0,0,,
857,1OE52BATS,4,0,0,,
858,1OE55HATS,4,0,0,,
859,1OT52HHD3,4,0,0,,
860,1OZ17HHT4,4,0,0,,
861,1PL50BAGX,4,0,0,,
862,1PM52BT,4,0,0,,
863,1PQ50BABP,4,0,0,,
864,1PQ50CABP,4,0,25,,
865,1PQ55CABJ,4,0,0,,
866,1PZ37JAGP,4,0,0,,
867,1PZ38JAGP,4,0,0,,
868,1QG80LA,4,0,25,,
869,1SC03JAEQ,4,0,25,,
870,1TK03JAEQ,4,0,50,,
871,1VA03JASR,4,0,0,,
872,1VG03HASR,4,0,25,,
873,1VQ03JAEQ,4,0,25,,
874,1WJ93LA,4,0,0,,
875,1YA14JAT6,4,0,25,,
876,1YF59JAGX,4,0,0,,
877,1YS87LA,4,0,0,,
878,1YZ14JAT6,4,0,25,,
879,1ZX07JAKK,4,0,0,,
880,1ZZ35CAA4,4,0,0,,
881,1ZZ35CAP6,4,0,0,,
882,1ZZ35HAA7,4,0,0,,
883,1ZZ35HAM0,4,0,0,,
884,2CZ08ZZ,4,0,25,,
885,2CZ28JAPR,4,0,0,,
886,2GJ70BA,4,0,0,,
887,2GZ21EF,4,0,0,,
888,2HZ07NM,4,0,0,,
889,2PM58VG,4,0,25,,
890,2YM71HA,4,0,0,,
891,2ZZ13RH,4,0,0,,
892,3AN10WX,4,0,25,,
893,3DR20VA,4,0,25,,
894,3EL20WA,4,0,0,,
895,3GT70KD,4,0,25,,
896,3GY18VA,4,0,0,,
897,3ID30GP,4,0,0,,
898,3IP40WA,4,0,0,,
899,3JE10VA,4,0,50,,
900,3JE10VX,4,0,25,,
901,3JG30DC,4,0,25,,
902,3KT30DD,4,0,0,,
903,3KV30DA,4,0,25,,
904,3NZ70CA,4,0,0,,
905,3PC10VC,4,0,25,,
906,3PM10XJ,4,0,0,,
907,3PZ20WE,4,0,0,,
908,3QG30DB,4,0,0,,
909,3SC10VN,4,0,25,,
910,3SE10VK,4,0,25,,
911,3SQ10VN,4,0,25,,
912,3TM10KM,4,0,0,,
913,3TZ40VA,4,0,0,,
914,3UL10KM,4,0,25,,
915,3VZ40WC,4,0,0,,
916,3WG10KM,4,0,0,,
917,3WY70CA,4,0,25,,
918,3ZZ70CC,4,0,75,,
919,6AA03ZZ,4,0,0,,
920,6AA30CTZZ,4,0,50,,
921,7SF02PR,4,0,25,,
922,7SF15ZZ,4,0,75,,
923,1AC54HATS,3,0,33.33,,
924,1BB35HAP1,3,0,33.33,,
925,1BS09CADV,3,0,33.33,,
926,1BX35HAP1,3,0,33.33,,
927,1CH87LAAG,3,0,33.33,,
928,1DE57CAGX,3,0,0,,
929,1EP80LA,3,0,0,,
930,1ET13GQC2,3,0,0,,
931,1ET59BAGX,3,0,33.33,,
932,1FG13JAC2,3,0,0,,
933,1FG80LA,3,0,0,,
934,1FJ13JAC2,3,0,0,,
935,1FR52HA,3,0,0,,
936,1GJ53BAEM,3,0,33.33,,
937,1GJ54CANR,3,0,0,,
938,1GJ55CATS,3,0,0,,
939,1GZ30CJ,3,0,0,,
940,1GZ31JAMD,3,0,0,,
941,1GZ35CAV0,3,0,0,,
942,1GZ35CAZ9,3,0,0,,
943,1HZ38GRNN,3,0,0,,
944,1JE57GQFV,3,0,33.33,,
945,1KE50GQOA,3,0,0,,
946,1KV35HA1C,3,0,0,,
947,1KV35HAC1,3,0,0,,
948,1LZ19HHU1A,3,0,0,,
949,1NA13BA,3,0,0,,
950,1NF13BAX7,3,0,33.33,,
951,1NF35CAT2,3,0,0,,
952,1NF87BA,3,0,0,,
953,1NM50CANR,3,0,0,,
954,1NP13BAX7,3,0,0,,
955,1NP73CC,3,0,0,,
956,1NQ13CAC2,3,0,0,,
957,1NQ52BATS,3,0,0,,
958,1NT52HA,3,0,0,,
959,1OE57BABD,3,0,0,,
960,1OT53HATS,3,0,0,,
961,1OW38JAGJ,3,0,0,,
962,1OW52CATS,3,0,0,,
963,1PC52DA,3,0,0,,
964,1PC52HA,3,0,0,,
965,1PE54BANR,3,0,0,,
966,1PL35HAT9,3,0,0,,
967,1PM35CAI6,3,0,0,,
968,1PV50HABP,3,0,0,,
969,1RM13CANP,3,0,0,,
970,1RS55CANU,3,0,0,,
971,1SA03JASR,3,0,0,,
972,1SC35HAJ2,3,0,0,,
973,1SM73JA,3,0,33.33,,
974,1SQ73JA,3,0,33.33,,
975,1SY09JAAZ,3,0,0,,
976,1TA73LA,3,0,0,,
977,1TQ80LA,3,0,0,,
978,1UH73JA,3,0,33.33,,
979,1VA73LA,3,0,0,,
980,1VC03HAKC,3,0,0,,
981,1VG03JAFG,3,0,33.33,,
982,1VR09JAAZ,3,0,0,,
983,1VR80LA,3,0,0,,
984,1VX52HATS,3,0,0,,
985,1WI52HA,3,0,0,,
986,1WN73JA,3,0,0,,
987,1YB14JAT6,3,0,0,,
988,1YB55JAFF,3,0,0,,
989,1YC80LAW4,3,0,0,,
990,1YF56JA,3,0,0,,
991,1YR80LA,3,0,0,,
992,1YS59JACF,3,0,33.33,,
993,1YT35JAD2,3,0,33.33,,
994,1YT56JA,3,0,0,,
995,1YU55JAFF,3,0,0,,
996,1YV14JAFJ,3,0,33.33,,
997,1YV14JAFN,3,0,66.67,,
998,1YV59JACF,3,0,66.67,,
999,1YV87LA,3,0,0,,
1000,1YW14JANP,3,0,0,,
1001,1YW87LA,3,0,0,,
1002,1YX52LA,3,0,33.33,,
1003,1YX87LA,3,0,33.33,,
1004,1YZ80JAFF,3,0,33.33,,
1005,1ZZ35CAF1,3,0,0,,
1006,1ZZ35HAH2,3,0,0,,
1007,1ZZ35HAL4,3,0,0,,
1008,1ZZ35HAM4,3,0,0,,
1009,1ZZ35HAM9,3,0,0,,
1010,1ZZ35HAP9,3,0,0,,
1011,2AZ03ZZ,3,0,0,,
1012,2FK02ZZ,3,0,0,,
1013,2PC71HA,3,0,0,,
1014,2RM71BA,3,0,0,,
1015,2RM71CG,3,0,0,,
1016,2RS71CA,3,0,0,,
1017,2YS71LA,3,0,0,,
1018,3DR20WA,3,0,33.33,,
1019,3EL10VA,3,0,33.33,,
1020,3EL20VA,3,0,0,,
1021,3EQ10VC,3,0,0,,
1022,3FX10VA,3,0,0,,
1023,3GT10VV,3,0,0,,
1024,3GY12VA,3,0,0,,
1025,3GY40WC,3,0,0,,
1026,3IP40WC,3,0,0,,
1027,3JW10VA,3,0,0,,
1028,3KE40WA,3,0,0,,
1029,3KG40WC,3,0,0,,
1030,3KV10VX,3,0,0,,
1031,3NA10VN,3,0,0,,
1032,3OE10XA,3,0,33.33,,
1033,3OT30DG,3,0,33.33,,
1034,3VA70CC,3,0,0,,
1035,3VC12VA,3,0,0,,
1036,3VZ18VA,3,0,0,,
1037,3WA12VA,3,0,33.33,,
1038,3WY70CC,3,0,33.33,,
1039,6AA10CD,3,0,0,,
1040,7SC70SF,3,0,0,,
1041,7SP10VE,3,0,33.33,,
1042,7SP60ZZ,3,0,0,,
1043,8AA70BABA,3,0,33.33,,
1044,1AX52HA,2,0,0,,
1045,1CM35HA1C,2,0,0,,
1046,1CX74UX,2,0,0,,
1047,1DE35CAZ9,2,0,0,,
1048,1DE57BAZ9,2,0,50,,
1049,1DJ53CANR,2,0,0,,
1050,1DR12JJ,2,0,0,,
1051,1EQ13JN,2,0,50,,
1052,1EQ52HATS,2,0,0,,
1053,1FA55CANB,2,0,0,,
1054,1FD13JAC2,2,0,0,,
1055,1FD13JAGX,2,0,0,,
1056,1FD52LA,2,0,0,,
1057,1FE74LASU,2,0,50,,
1058,1FX52HA,2,0,0,,
1059,1FX56JA,2,0,0,,
1060,1GE56BATJ,2,0,0,,
1061,1GJ50LA,2,0,0,,
1062,1GJ56BA,2,0,0,,
1063,1GJ56JACD,2,0,50,,
1064,1GR35BAD2,2,0,0,,
1065,1GT33HAV0,2,0,0,,
1066,1GT35CAT9,2,0,0,,
1067,1GT56DA,2,0,0,,
1068,1GV35HH1C,2,0,50,,
1069,1GZ31JANC,2,0,0,,
1070,1GZ38JANE,2,0,0,,
1071,1HJ76RXXXA,2,0,0,,
1072,1HZ09LACJ,2,0,0,,
1073,1HZ38JANN,2,0,0,,
1074,1HZ53GRNK,2,0,0,,
1075,1IS38JAQK,2,0,0,,
1076,1IS55LALF,2,0,0,,
1077,1JE57GQOC,2,0,0,,
1078,1JK51GQGE,2,0,50,,
1079,1JM51LA,2,0,50,,
1080,1KG50GQBD,2,0,0,,
1081,1KQ80LA,2,0,0,,
1082,1KV13JN,2,0,0,,
1083,1KV54HAFT,2,0,0,,
1084,1KX13JAGN,2,0,0,,
1085,1KX35HA1C,2,0,0,,
1086,1KX35HHC1,2,0,50,,
1087,1KX53LAFT,2,0,0,,
1088,1KY57LA,2,0,0,,
1089,1LZ19HHU2J,2,0,0,,
1090,1LZ35HHT9,2,0,0,,
1091,1LZ52HB,2,0,0,,
1092,1NA13BAKK,2,0,0,,
1093,1NA50BABD,2,0,50,,
1094,1NF13BAFA,2,0,0,,
1095,1NF35CAD1,2,0,0,,
1096,1NF53DATS,2,0,0,,
1097,1NF55BATS,2,0,0,,
1098,1NF55JATS,2,0,0,,
1099,1NK53BTTS,2,0,0,,
1100,1NK59BAGX,2,0,0,,
1101,1NM54CATS,2,0,0,,
1102,1NP13GQW0,2,0,0,,
1103,1NT52LATS,2,0,0,,
1104,1NT87URFA,2,0,0,,
1105,1OA52HA,2,0,0,,
1106,1OA54JATS,2,0,0,,
1107,1OB13GQGE,2,0,50,,
1108,1OE52DATS,2,0,0,,
1109,1OE54BATS,2,0,0,,
1110,1OE59HAAZ,2,0,0,,
1111,1OJ52HATS,2,0,50,,
1112,1OT52HHD2,2,0,0,,
1113,1OW35CAD3,2,0,0,,
1114,1OW52CA,2,0,0,,
1115,1OZ17CDT4,2,0,0,,
1116,1PE50BABD,2,0,0,,
1117,1PE50LABJ,2,0,0,,
1118,1PE55CANR,2,0,0,,
1119,1PE55JATS,2,0,0,,
1120,1PL35BAT9,2,0,0,,
1121,1PM13BAGX,2,0,0,,
1122,1PM35CAK0,2,0,0,,
1123,1PM52HA,2,0,0,,
1124,1PQ57BAGX,2,0,0,,
1125,1PV50CJ,2,0,0,,
1126,1PV52JATS,2,0,0,,
1127,1QE52HA,2,0,0,,
1128,1RN13CANP,2,0,0,,
1129,1RS53CANU,2,0,0,,
1130,1SA03JZKC,2,0,0,,
1131,1SC03JZKC,2,0,50,,
1132,1SH52HA,2,0,0,,
1133,1SH59LA,2,0,0,,
1134,1SH87LA,2,0,0,,
1135,1SM03JASR,2,0,0,,
1136,1SQ03JZSQ,2,0,100,,
1137,1TA35HAJ2,2,0,0,,
1138,1TA52WK,2,0,0,,
1139,1TB73JA,2,0,50,,
1140,1TM73LA,2,0,0,,
1141,1TV03JASQ,2,0,0,,
1142,1TX52LA,2,0,0,,
1143,1TX59LA,2,0,0,,
1144,1UB03JAFG,2,0,50,,
1145,1UG73JA,2,0,0,,
1146,1UI03JASR,2,0,0,,
1147,1UJ93LA,2,0,0,,
1148,1UV80LA,2,0,0,,
1149,1UY59LAGX,2,0,0,,
1150,1VA03HATA,2,0,0,,
1151,1VC03JAEQ,2,0,50,,
1152,1VG02YN,2,0,50,,
1153,1VG03JZSR,2,0,50,,
1154,1VG52DA,2,0,50,,
1155,1VG73DA,2,0,50,,
1156,1VQ03HAKC,2,0,50,,
1157,1VX35HAP1,2,0,0,,
1158,1VX59LAX7,2,0,0,,
1159,1WA03JAFG,2,0,0,,
1160,1WA38JAFQ,2,0,0,,
1161,1WM93LA,2,0,0,,
1162,1WV52HA,2,0,0,,
1163,1YA14JAGN,2,0,50,,
1164,1YC52LA,2,0,50,,
1165,1YF13JAC2,2,0,0,,
1166,1YF35JAD2,2,0,100,,
1167,1YF52HA,2,0,0,,
1168,1YF55JAFF,2,0,50,,
1169,1YG59JAGX,2,0,0,,
1170,1YS14JANCN,2,0,50,,
1171,1YS35JAD2,2,0,0,,
1172,1YS53LATS,2,0,50,,
1173,1YS55JANP,2,0,0,,
1174,1YS80LAW4,2,0,50,,
1175,1YT14JAFN,2,0,0,,
1176,1YT14JAGN,2,0,0,,
1177,1YT55JAFF,2,0,50,,
1178,1YU14JAFN,2,0,0,,
1179,1YU59JAGX,2,0,0,,
1180,1YV35JAG8,2,0,0,,
1181,1YV52HATS,2,0,0,,
1182,1YW14JAFJ,2,0,50,,
1183,1YW14JAGN,2,0,0,,
1184,1YW52JA,2,0,0,,
1185,1YW80LAW4,2,0,0,,
1186,1YZ52LA,2,0,0,,
1187,1YZ55JAFF,2,0,0,,
1188,1ZZ35CAA3,2,0,0,,
1189,1ZZ35CAB2,2,0,0,,
1190,1ZZ35CAB3,2,0,0,,
1191,1ZZ35CAI6,2,0,0,,
1192,1ZZ35CAK3,2,0,50,,
1193,1ZZ35CAK9,2,0,0,,
1194,1ZZ35CAP7,2,0,50,,
1195,1ZZ35HAC3,2,0,0,,
1196,1ZZ35HAI2,2,0,0,,
1197,1ZZ35HAJ1,2,0,0,,
1198,1ZZ35HAK1,2,0,50,,
1199,1ZZ35HAN5,2,0,0,,
1200,1ZZ35HAR3,2,0,50,,
1201,1ZZ35HAR4,2,0,0,,
1202,1ZZ35YAR3,2,0,0,,
1203,2CJ70FA,2,0,0,,
1204,2DR08JH,2,0,0,,
1205,2FG71LA,2,0,0,,
1206,2GY70DA,2,0,0,,
1207,2GZ21EB,2,0,0,,
1208,2GZ21ED,2,0,0,,
1209,2LZ28GQPL,2,0,0,,
1210,2NA71BR,2,0,50,,
1211,2NF71BR,2,0,0,,
1212,2NM71BABH,2,0,0,,
1213,2NQ70LA,2,0,0,,
1214,2OW70BA,2,0,0,,
1215,2OW70JA,2,0,0,,
1216,2PM58VF,2,0,0,,
1217,2PM58VH,2,0,0,,
1218,2RM71CR,2,0,0,,
1219,2RN71CG,2,0,0,,
1220,2RN71CR,2,0,0,,
1221,2RZ02JA,2,0,0,,
1222,2SZ71HA,2,0,0,,
1223,2TX70LA,2,0,0,,
1224,2VA08ZZ,2,0,0,,
1225,2VA71DA,2,0,50,,
1226,2VX70LA,2,0,50,,
1227,2YG71HA,2,0,0,,
1228,2YV71LA,2,0,0,,
1229,2YW71HA,2,0,0,,
1230,3AF20VA,2,0,0,,
1231,3AN30DA,2,0,50,,
1232,3AN94ZB,2,0,0,,
1233,3AW10VJ,2,0,0,,
1234,3CA20WE,2,0,0,,
1235,3CA40VA,2,0,50,,
1236,3EA12VA,2,0,0,,
1237,3EF10VA,2,0,0,,
1238,3EQ10VZ,2,0,50,,
1239,3EQ30VZ,2,0,0,,
1240,3FX20WA,2,0,0,,
1241,3FX20WC,2,0,0,,
1242,3FY40WC,2,0,0,,
1243,3GY30HJ,2,0,50,,
1244,3ID40WC,2,0,0,,
1245,3IP20WE,2,0,0,,
1246,3JE40WC,2,0,0,,
1247,3JG30DD,2,0,0,,
1248,3JM10VA,2,0,0,,
1249,3JM20WE,2,0,0,,
1250,3JQ30DC,2,0,0,,
1251,3JY10VC,2,0,0,,
1252,3JY30DC,2,0,0,,
1253,3KE30DD,2,0,0,,
1254,3KT10VC,2,0,0,,
1255,3KT10VX,2,0,0,,
1256,3KT40VA,2,0,0,,
1257,3KX30DD,2,0,0,,
1258,3NA10WG,2,0,50,,
1259,3NK10WG,2,0,0,,
1260,3NM20WA,2,0,0,,
1261,3OD70CC,2,0,100,,
1262,3OG10WG,2,0,0,,
1263,3OT40WE,2,0,0,,
1264,3PC30DB,2,0,0,,
1265,3PC70CA,2,0,0,,
1266,3PZ12VA,2,0,0,,
1267,3PZ18VA,2,0,0,,
1268,3SF20WC,2,0,100,,
1269,3TZ40WA,2,0,0,,
1270,3VA70CH,2,0,0,,
1271,3VG94ZB,2,0,0,,
1272,3VZ40WE,2,0,0,,
1273,3ZZ70CA,2,0,0,,
1274,3ZZ70CE,2,0,50,,
1275,6VA50TW,2,0,50,,
1276,7SC59QA,2,0,0,,
1277,7SC70SE,2,0,0,,
1278,7SF02ED,2,0,50,,
1279,7SP60XM,2,0,0,,
1280,1AA35HAC1,1,0,0,,
1281,1AA52MESJ,1,0,0,,
1282,1AA52SE,1,0,0,,
1283,1AA52SETS,1,0,0,,
1284,1AA54HATS,1,0,0,,
1285,1AB35HA1C,1,0,0,,
1286,1AC52MJSJ,1,0,0,,
1287,1AC52SE,1,0,0,,
1288,1AC53DAPL,1,0,0,,
1289,1AN54JAPL,1,0,0,,
1290,1AN73QP,1,0,100,,
1291,1AW27JA,1,0,0,,
1292,1AX13HAC2,1,0,0,,
1293,1AX35HA1C,1,0,0,,
1294,1AX35HAJ2,1,0,0,,
1295,1AX35HAP1,1,0,0,,
1296,1AX35HAP2,1,0,0,,
1297,1AX35HHP2,1,0,0,,
1298,1AX53HHFT,1,0,0,,
1299,1BB53LADV,1,0,0,,
1300,1BG35HAP1,1,0,0,,
1301,1BJ35HAP1,1,0,0,,
1302,1BS35HAJ2,1,0,0,,
1303,1BT11HAP1,1,0,0,,
1304,1BT35HAJ2,1,0,100,,
1305,1CN59LAGY,1,0,0,,
1306,1CP52LA,1,0,0,,
1307,1CP80LA,1,0,0,,
1308,1CU52HA,1,0,0,,
1309,1CU52LA,1,0,0,,
1310,1CX74LA,1,0,0,,
1311,1CZ14JANQ,1,0,0,,
1312,1CZ35JAD2,1,0,0,,
1313,1CZ52HA,1,0,0,,
1314,1CZ56JAD2,1,0,0,,
1315,1DA14JAFG,1,0,0,,
1316,1DA52LA,1,0,0,,
1317,1DA80LAXXA,1,0,0,,
1318,1DE35JAQ6,1,0,0,,
1319,1DE52HA,1,0,0,,
1320,1DE52LA,1,0,0,,
1321,1DE57CAD1,1,0,0,,
1322,1DK56CA,1,0,0,,
1323,1ED87LA,1,0,0,,
1324,1EM80LA,1,0,0,,
1325,1EQ13JAC2,1,0,0,,
1326,1EQ14JAGN,1,0,0,,
1327,1EQ56JA,1,0,0,,
1328,1EQ59LA,1,0,0,,
1329,1ES80LAXXE,1,0,0,,
1330,1ET56JA,1,0,0,,
1331,1ET59BAAD,1,0,100,,
1332,1ET80LA,1,0,0,,
1333,1FA55CANP,1,0,0,,
1334,1FD35HAP1,1,0,0,,
1335,1FE38JAPM,1,0,0,,
1336,1FG13JN,1,0,0,,
1337,1FG52LA,1,0,0,,
1338,1FG87LAGX,1,0,0,,
1339,1FH52HA,1,0,0,,
1340,1FH80LA,1,0,0,,
1341,1FM50CABP,1,0,0,,
1342,1FM52HA,1,0,0,,
1343,1FN50CABP,1,0,0,,
1344,1FN52CR,1,0,0,,
1345,1FN57SMBP,1,0,0,,
1346,1FN80SN,1,0,0,,
1347,1FR13JAX7,1,0,0,,
1348,1FX53HAEM,1,0,0,,
1349,1GE38JAJA,1,0,0,,
1350,1GJ13CANG,1,0,0,,
1351,1GJ50BABD,1,0,0,,
1352,1GJ50BANR,1,0,0,,
1353,1GJ50CANR,1,0,0,,
1354,1GJ50LANR,1,0,0,,
1355,1GJ53BAPM,1,0,0,,
1356,1GJ53LAPM,1,0,0,,
1357,1GJ56CA,1,0,0,,
1358,1GJ59BAGX,1,0,0,,
1359,1GJ77HA,1,0,0,,
1360,1GJ77QB,1,0,0,,
1361,1GJ82LA,1,0,0,,
1362,1GJ86MB,1,0,0,,
1363,1GM50BANQ,1,0,0,,
1364,1GT27JA,1,0,0,,
1365,1GV35HAC1,1,0,0,,
1366,1GV35HHD1,1,0,0,,
1367,1GW27JA,1,0,0,,
1368,1GY13LA,1,0,0,,
1369,1GY53LAPM,1,0,0,,
1370,1GZ31JAPK,1,0,0,,
1371,1GZ35CAV4,1,0,0,,
1372,1HA52QA,1,0,0,,
1373,1HA52QB,1,0,0,,
1374,1HZ03LATK,1,0,0,,
1375,1HZ09LAFS,1,0,0,,
1376,1IB80GQNRN,1,0,0,,
1377,1IJ50GQBD,1,0,100,,
1378,1IL35HHT9,1,0,0,,
1379,1IM35HH1C,1,0,0,,
1380,1IM51GQGX,1,0,0,,
1381,1IS50GROA,1,0,0,,
1382,1IS51GRFK,1,0,0,,
1383,1IS55GRKA,1,0,0,,
1384,1IS57GRBD,1,0,0,,
1385,1JE50GQBP,1,0,0,,
1386,1JE50GQOA,1,0,0,,
1387,1JE57LAGX,1,0,0,,
1388,1JK50GQBP,1,0,0,,
1389,1JK50GQOA,1,0,0,,
1390,1JL51GQGE,1,0,100,,
1391,1JM50GQOA,1,0,0,,
1392,1JM80LA,1,0,0,,
1393,1JQ55GRLG,1,0,0,,
1394,1JQ80LA,1,0,0,,
1395,1JT54HALG,1,0,0,,
1396,1JT55GRLG,1,0,0,,
1397,1JT55LALG,1,0,0,,
1398,1JU50GRBD,1,0,0,,
1399,1JU80LA,1,0,0,,
1400,1JX51BAGX,1,0,0,,
1401,1JX51LAGX,1,0,0,,
1402,1JX57GPGX,1,0,0,,
1403,1KE51DAFF,1,0,0,,
1404,1KE51GQW3,1,0,100,,
1405,1KE57GQFV,1,0,0,,
1406,1KE57GQGX,1,0,0,,
1407,1KG35HA1C,1,0,100,,
1408,1KG35HAC1,1,0,0,,
